# Program:featureCounts v1.6.2; Command:"/home/lzc/soft/subread-1.6.2-source/bin/featureCounts" "-t" "exon" "-g" "gene_id" "-s" "1" "-a" "./genome/GCF_000191905.1_ASM19190v1_genomic.gtf" "-o" "/home/lzc/project/117_ZK005/results/3.Expression/genes_count.txt" "/home/lzc/project/117_ZK005/mapping/bam/824_24h_1.sorted.bam" "/home/lzc/project/117_ZK005/mapping/bam/824_24h_2.sorted.bam" "/home/lzc/project/117_ZK005/mapping/bam/824_24h_3.sorted.bam" "/home/lzc/project/117_ZK005/mapping/bam/824_6h_1.sorted.bam" "/home/lzc/project/117_ZK005/mapping/bam/824_6h_2.sorted.bam" "/home/lzc/project/117_ZK005/mapping/bam/824_6h_3.sorted.bam" "/home/lzc/project/117_ZK005/mapping/bam/F_3_24h_1.sorted.bam" "/home/lzc/project/117_ZK005/mapping/bam/F_3_24h_2.sorted.bam" "/home/lzc/project/117_ZK005/mapping/bam/F_3_24h_3.sorted.bam" "/home/lzc/project/117_ZK005/mapping/bam/F_3_6h_1.sorted.bam" "/home/lzc/project/117_ZK005/mapping/bam/F_3_6h_2.sorted.bam" "/home/lzc/project/117_ZK005/mapping/bam/F_3_6h_3.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/lzc/project/117_ZK005/mapping/bam/824_24h_1.sorted.bam	/home/lzc/project/117_ZK005/mapping/bam/824_24h_2.sorted.bam	/home/lzc/project/117_ZK005/mapping/bam/824_24h_3.sorted.bam	/home/lzc/project/117_ZK005/mapping/bam/824_6h_1.sorted.bam	/home/lzc/project/117_ZK005/mapping/bam/824_6h_2.sorted.bam	/home/lzc/project/117_ZK005/mapping/bam/824_6h_3.sorted.bam	/home/lzc/project/117_ZK005/mapping/bam/F_3_24h_1.sorted.bam	/home/lzc/project/117_ZK005/mapping/bam/F_3_24h_2.sorted.bam	/home/lzc/project/117_ZK005/mapping/bam/F_3_24h_3.sorted.bam	/home/lzc/project/117_ZK005/mapping/bam/F_3_6h_1.sorted.bam	/home/lzc/project/117_ZK005/mapping/bam/F_3_6h_2.sorted.bam	/home/lzc/project/117_ZK005/mapping/bam/F_3_6h_3.sorted.bam
gene3073	NC_017295.1	3125386	3126147	-	762	3	1	6	116	30	61	48	28	23	18	12	14
gene3074	NC_017295.1	3126616	3126813	+	198	74	93	66	95	172	462	194	164	161	154	111	124
gene3075	NC_017295.1	3126867	3128801	-	1935	419	478	318	2191	2243	5077	2011	1592	1816	4730	2109	1918
gene3076	NC_017295.1	3129174	3129962	-	789	12	8	3	95	39	64	33	21	25	22	21	14
gene3077	NC_017295.1	3130159	3131145	+	987	28	33	33	256	175	368	325	269	433	320	192	173
gene3078	NC_017295.1	3131174	3132301	+	1128	375	365	252	1516	1004	2039	1448	1303	1792	2272	1270	1031
gene3079	NC_017295.1	3132366	3132839	-	474	148	153	114	866	494	936	531	507	653	1128	595	563
gene3080	NC_017295.1	3132930	3136088	-	3159	177	228	193	605	355	641	471	322	466	737	348	341
gene3081	NC_017295.1	3136103	3136723	-	621	20	31	24	65	24	65	21	10	8	11	13	14
gene3082	NC_017295.1	3136976	3138064	+	1089	478	473	302	782	836	1956	671	567	1078	1502	1058	711
gene3083	NC_017295.1	3138100	3138351	-	252	184	193	116	237	218	604	188	166	293	473	366	222
gene3084	NC_017295.1	3138364	3138747	-	384	62	54	48	62	22	34	39	23	40	26	15	7
gene3085	NC_017295.1	3138749	3139144	-	396	11	19	11	26	2	16	5	1	5	5	5	3
gene3086	NC_017295.1	3139373	3139936	+	564	9	5	6	69	36	63	53	39	59	68	73	38
gene3087	NC_017295.1	3140227	3141018	+	792	45	33	41	177	102	285	126	96	116	200	106	99
gene3088	NC_017295.1	3141018	3141479	+	462	31	25	26	109	75	139	71	72	71	139	82	49
gene3089	NC_017295.1	3141483	3142487	+	1005	123	116	110	490	447	960	487	486	488	899	453	448
gene3090	NC_017295.1	3142525	3145455	-	2931	316	434	343	1886	1516	2927	2952	2539	2827	2918	1532	1410
gene3091	NC_017295.1	3145573	3147159	-	1587	14	10	9	121	29	87	11	14	10	25	20	23
gene3092	NC_017295.1	3147602	3148003	+	402	80	75	49	80	69	81	92	84	172	114	54	54
gene3093	NC_017295.1	3148129	3149016	-	888	5	4	1	52	17	36	8	8	7	15	6	12
gene3094	NC_017295.1	3149122	3150708	-	1587	131	113	97	737	862	2370	461	384	272	2412	865	1016
gene3095	NC_017295.1	3150820	3150999	-	180	0	0	0	5	1	0	0	1	0	0	0	0
gene3096	NC_017295.1	3151104	3153002	+	1899	277	232	161	606	367	857	575	509	627	722	468	294
gene3097	NC_017295.1	3153118	3153846	-	729	5	12	8	69	33	60	31	20	27	31	19	17
gene3098	NC_017295.1	3153972	3155282	-	1311	26	44	32	311	139	433	41	33	49	113	114	126
gene3099	NC_017295.1	3155747	3156814	+	1068	14	29	16	721	501	1376	666	755	852	1500	776	631
gene3100	NC_017295.1	3156795	3157808	+	1014	7	11	10	165	98	224	140	131	130	207	88	100
gene3101	NC_017295.1	3158052	3158900	+	849	286	318	248	3133	2929	7890	4121	3986	4304	6710	3688	3398
gene3102	NC_017295.1	3159097	3159651	+	555	456	510	441	1871	1375	3895	3221	2963	3719	3792	2287	1618
gene3103	NC_017295.1	3159721	3160971	-	1251	215	241	173	478	323	838	533	564	571	624	413	341
gene3104	NC_017295.1	3161309	3162475	-	1167	4	9	4	87	14	34	9	2	1	5	9	8
gene3105	NC_017295.1	3162642	3163301	-	660	44	35	33	107	59	123	66	45	48	88	58	60
gene3106	NC_017295.1	3163538	3164224	-	687	37	36	27	230	205	634	503	455	392	443	273	219
gene3107	NC_017295.1	3164309	3164797	+	489	41	46	37	323	243	425	313	310	385	484	216	223
gene3108	NC_017295.1	3164853	3165650	-	798	169	145	129	471	380	712	546	462	585	697	373	315
gene3109	NC_017295.1	3165663	3166661	-	999	88	109	87	158	132	278	101	106	92	167	111	86
gene3110	NC_017295.1	3166676	3167578	-	903	2	3	0	61	8	39	4	1	1	0	5	10
gene3111	NC_017295.1	3167596	3168774	-	1179	1	9	3	121	53	89	21	7	13	15	17	15
gene3112	NC_017295.1	3168944	3169726	-	783	2	4	5	73	17	38	15	10	9	23	9	6
gene3113	NC_017295.1	3169851	3170522	-	672	4	7	1	56	13	24	23	18	21	15	6	7
gene3114	NC_017295.1	3170743	3171930	-	1188	63	67	38	161	120	313	648	631	828	317	227	132
gene3115	NC_017295.1	3172127	3173185	-	1059	95	133	79	1589	1738	3163	392	343	528	3909	1659	2058
gene3116	NC_017295.1	3173358	3174254	-	897	14	30	19	135	67	169	69	75	53	87	66	54
gene3117	NC_017295.1	3174454	3175509	+	1056	469	557	429	3679	7298	18974	10316	10484	9361	14180	7246	7354
gene3118	NC_017295.1	3175619	3177415	-	1797	309	326	194	2410	2203	6465	1943	1888	1860	4052	1673	2251
gene3119	NC_017295.1	3177605	3178447	-	843	5	4	1	75	19	26	7	2	5	6	2	4
gene3120	NC_017295.1	3178637	3182692	-	4056	28	53	30	1021	903	2237	214	105	212	1680	862	731
gene3121	NC_017295.1	3182963	3183967	-	1005	106	120	70	507	726	1677	183	195	292	1148	437	526
gene3122	NC_017295.1	3184212	3187319	-	3108	1945	2045	1208	3076	2598	7148	2172	2189	1844	4947	2485	2322
gene3123	NC_017295.1	3187942	3188943	+	1002	1	3	0	78	30	37	36	65	34	50	39	27
gene3124	NC_017295.1	3189065	3189763	-	699	16	22	14	94	49	149	104	88	84	114	82	51
gene3125	NC_017295.1	3190010	3191068	-	1059	85	116	60	333	124	314	217	270	279	280	142	162
gene3126	NC_017295.1	3191058	3192071	-	1014	96	123	92	421	106	239	298	307	281	218	128	122
gene3127	NC_017295.1	3192107	3192781	-	675	21	30	27	108	45	126	59	45	51	53	32	36
gene3128	NC_017295.1	3192794	3193477	-	684	22	33	30	88	25	79	42	15	14	25	19	13
gene3129	NC_017295.1	3193577	3194341	-	765	6	14	5	181	44	43	18	10	13	16	12	8
gene3130	NC_017295.1	3194353	3195378	-	1026	7	12	11	75	39	64	43	29	38	45	18	12
gene3131	NC_017295.1	3195391	3196953	-	1563	90	120	92	228	128	283	141	122	135	204	128	115
gene3132	NC_017295.1	3196981	3198183	-	1203	78	81	59	136	47	90	48	50	61	81	39	26
gene3133	NC_017295.1	3198205	3199347	-	1143	34	49	20	121	24	45	8	1	8	8	10	12
gene3134	NC_017295.1	3199358	3200548	-	1191	39	79	46	74	11	22	9	5	4	3	1	5
gene3135	NC_017295.1	3200562	3201743	-	1182	48	63	30	105	23	29	7	3	4	5	3	4
gene3136	NC_017295.1	3201740	3202798	-	1059	77	120	66	181	28	34	3	5	1	19	3	11
gene3137	NC_017295.1	3202818	3203363	-	546	56	54	39	106	13	34	4	2	3	3	11	6
gene3138	NC_017295.1	3203356	3203946	-	591	43	51	33	83	15	32	1	0	0	2	3	3
gene3139	NC_017295.1	3203943	3205037	-	1095	191	208	151	289	58	116	11	17	14	15	12	11
gene3140	NC_017295.1	3205034	3205738	-	705	50	58	32	115	28	43	1	1	3	4	2	11
gene3141	NC_017295.1	3205743	3207005	-	1263	63	42	25	215	42	53	7	7	7	8	12	5
gene3142	NC_017295.1	3207034	3208086	-	1053	44	35	38	140	24	49	2	1	5	3	3	3
gene3143	NC_017295.1	3208103	3208774	-	672	42	40	40	84	32	42	5	4	6	3	5	4
gene3144	NC_017295.1	3209077	3209775	-	699	10	10	12	149	90	211	306	365	244	111	60	62
gene3145	NC_017295.1	3209788	3210471	-	684	35	48	31	192	110	257	164	176	134	132	76	87
gene3146	NC_017295.1	3210506	3211270	-	765	29	35	28	213	154	434	304	297	238	280	139	118
gene3147	NC_017295.1	3211299	3212318	-	1020	19	45	26	213	125	318	458	479	363	173	91	88
gene3148	NC_017295.1	3212395	3213531	-	1137	122	168	160	439	439	1047	857	957	623	711	390	348
gene3149	NC_017295.1	3213518	3214813	-	1296	29	47	28	898	377	753	629	679	556	701	274	410
gene3150	NC_017295.1	3214816	3215973	-	1158	7	9	12	140	39	96	72	58	28	36	14	29
gene3151	NC_017295.1	3215985	3217304	-	1320	8	14	15	438	400	655	250	203	236	340	127	211
gene3152	NC_017295.1	3217393	3218511	-	1119	42	75	64	347	211	415	336	289	251	279	135	156
gene3153	NC_017295.1	3218508	3219407	-	900	120	210	148	626	328	582	563	582	502	565	220	322
gene3154	NC_017295.1	3219510	3220622	-	1113	142	207	155	2298	1755	4765	1511	1761	1870	4008	1777	1901
gene3155	NC_017295.1	3220622	3221740	-	1119	35	49	22	280	166	457	298	276	256	245	111	149
gene3156	NC_017295.1	3221762	3222814	-	1053	74	89	58	455	393	1117	388	281	377	431	239	306
gene3157	NC_017295.1	3222826	3223494	-	669	183	242	182	264	524	1212	327	176	216	465	357	397
gene3158	NC_017295.1	3223788	3224273	+	486	89	72	74	153	107	341	613	513	524	254	143	120
gene3159	NC_017295.1	3224354	3225421	-	1068	925	1204	1087	2402	2724	6414	1938	1445	2331	3608	2116	2135
gene3160	NC_017295.1	3225449	3226354	-	906	887	1065	849	1265	866	2737	949	579	1230	1244	841	703
gene3161	NC_017295.1	3226463	3228085	-	1623	18	30	24	172	63	186	48	34	21	32	28	42
gene3162	NC_017295.1	3228101	3229312	-	1212	27	25	23	229	109	209	51	38	48	116	69	72
gene3163	NC_017295.1	3229285	3230130	-	846	2	6	1	93	35	61	15	7	17	9	11	9
gene3164	NC_017295.1	3230302	3231264	+	963	8	3	5	67	32	65	48	53	85	166	83	71
gene3165	NC_017295.1	3231472	3232056	+	585	111	118	79	302	394	1004	253	262	295	884	543	464
gene3166	NC_017295.1	3232164	3233021	-	858	847	1196	969	498	620	1645	745	513	657	1192	768	632
gene3167	NC_017295.1	3233026	3233343	-	318	574	677	523	180	357	1059	376	253	322	680	346	275
gene3168	NC_017295.1	3233480	3234718	-	1239	11	4	3	228	85	120	70	62	79	101	35	66
gene3169	NC_017295.1	3234979	3237063	+	2085	274	343	264	7407	5182	16628	4974	5434	5319	11034	6841	5089
gene3170	NC_017295.1	3237084	3238580	+	1497	235	254	228	3304	2319	8252	2921	3281	3276	5294	3624	2251
gene3171	NC_017295.1	3238708	3240327	-	1620	923	1213	1316	2870	3845	11931	3064	1803	3928	6780	4458	3487
gene3172	NC_017295.1	3240759	3242762	+	2004	463	477	401	1093	957	2910	1919	1465	1613	2878	1804	1172
gene3173	NC_017295.1	3242808	3243185	-	378	90	110	79	225	111	296	326	309	356	388	184	153
gene3174	NC_017295.1	3243260	3243823	-	564	54	69	48	165	212	397	58	39	56	81	136	146
gene3175	NC_017295.1	3243837	3244685	-	849	10	14	14	153	66	138	28	19	16	32	19	26
gene3176	NC_017295.1	3244767	3245462	-	696	8	17	15	186	98	220	116	114	76	192	86	85
gene3177	NC_017295.1	3245625	3246617	-	993	329	423	311	1437	1285	3429	1752	1981	1850	2785	1196	1132
gene3178	NC_017295.1	3246610	3247242	-	633	86	88	75	276	183	408	305	282	290	364	146	162
gene3179	NC_017295.1	3247484	3248281	-	798	2	4	4	77	22	34	9	12	7	6	6	6
gene3180	NC_017295.1	3248304	3249125	-	822	10	11	5	84	22	65	36	29	18	32	18	14
gene3181	NC_017295.1	3249445	3249837	-	393	20	21	15	339	421	1341	498	311	271	554	282	402
gene3182	NC_017295.1	3249863	3250297	-	435	87	96	89	203	126	450	406	278	260	160	109	118
gene3183	NC_017295.1	3250451	3251185	-	735	88	180	109	5845	3846	8594	2953	3623	2665	9668	4290	4052
gene3184	NC_017295.1	3251198	3252001	-	804	37	74	33	2273	1919	4648	1614	2041	1577	4633	2439	1907
gene3185	NC_017295.1	3251998	3252858	-	861	30	41	29	290	206	528	308	258	168	412	187	177
gene3186	NC_017295.1	3252843	3253688	-	846	82	144	99	784	1095	2663	1195	1068	748	2710	1380	985
gene3187	NC_017295.1	3253769	3254113	-	345	115	127	121	882	1087	3146	865	665	529	2827	1466	1110
gene3188	NC_017295.1	3254135	3255082	-	948	161	409	222	2440	1703	5062	2429	2010	1689	3992	2492	1573
gene3189	NC_017295.1	3255146	3255766	-	621	93	220	151	1413	786	1862	1211	1133	911	1580	827	766
gene3190	NC_017295.1	3255794	3256189	-	396	41	86	47	858	630	1514	232	163	157	473	318	485
gene3191	NC_017295.1	3256218	3256589	-	372	16	53	47	298	113	307	30	13	11	47	45	73
gene3192	NC_017295.1	3256704	3256817	-	114	3	7	3	16	12	31	4	7	10	5	5	8
gene3193	NC_017295.1	3256833	3257051	-	219	27	42	27	208	239	605	283	228	184	787	376	207
gene3194	NC_017295.1	3257059	3257337	-	279	490	566	409	28996	18960	26153	5124	5753	4736	47651	16506	19692
gene3195	NC_017295.1	3257350	3258102	-	753	1364	1206	1018	11244	19890	37331	5092	4770	4093	42165	17857	17828
gene3196	NC_017295.1	3258103	3258750	-	648	530	1051	743	4179	3075	6491	2427	2163	1429	7970	3601	2806
gene3197	NC_017295.1	3258772	3260055	-	1284	1219	2192	1396	26849	25720	64711	16600	21569	15421	76411	38137	26885
gene3198	NC_017295.1	3260056	3260496	-	441	1	2	2	123	85	341	12	9	5	26	12	65
gene3199	NC_017295.1	3260520	3260693	-	174	2	10	4	71	39	99	22	22	14	43	21	24
gene3200	NC_017295.1	3260706	3261203	-	498	19	44	26	504	325	885	185	159	120	279	171	226
gene3201	NC_017295.1	3261228	3261581	-	354	45	108	106	1366	1074	2237	459	391	244	1358	797	761
gene3202	NC_017295.1	3261603	3262142	-	540	47	74	68	514	343	812	168	151	90	383	292	277
gene3203	NC_017295.1	3262169	3262567	-	399	9	9	2	253	83	254	51	48	30	47	56	59
gene3204	NC_017295.1	3262599	3262784	-	186	40	82	58	219	253	635	178	123	62	398	303	230
gene3205	NC_017295.1	3262800	3263342	-	543	13	26	20	478	209	493	90	65	62	200	146	163
gene3206	NC_017295.1	3263365	3263685	-	321	13	26	14	144	61	193	46	43	17	69	39	57
gene3207	NC_017295.1	3263702	3264070	-	369	10	12	16	149	114	275	37	35	21	77	49	76
gene3208	NC_017295.1	3264096	3264350	-	255	63	113	67	301	150	359	200	185	115	177	122	101
gene3209	NC_017295.1	3264373	3264576	-	204	2	1	2	36	13	29	13	11	4	15	7	7
gene3210	NC_017295.1	3264566	3265009	-	444	160	238	176	1048	1159	2738	1029	1074	510	2914	1120	975
gene3211	NC_017295.1	3265027	3265695	-	669	199	404	259	2527	1488	3172	1622	1767	891	4282	1828	1258
gene3212	NC_017295.1	3265712	3266047	-	336	19	53	39	217	94	230	201	212	99	123	49	70
gene3213	NC_017295.1	3266070	3266351	-	282	8	7	5	187	105	238	115	76	36	154	58	69
gene3214	NC_017295.1	3266420	3267253	-	834	84	169	78	2567	2540	6754	1521	1695	915	5079	2128	2164
gene3215	NC_017295.1	3267307	3267603	-	297	30	47	41	410	269	797	498	475	267	838	334	235
gene3216	NC_017295.1	3267603	3268223	-	621	307	583	382	11614	9411	27404	6895	9962	5899	26202	11843	10431
gene3217	NC_017295.1	3268248	3268877	-	630	121	246	170	894	1323	3798	742	612	376	2951	1140	1157
gene3218	NC_017295.1	3268940	3269248	-	309	48	115	58	734	656	1682	582	531	331	1193	509	562
gene3219	NC_017295.1	3269265	3269447	-	183	25	36	30	444	696	1334	234	234	136	832	341	564
gene3220	NC_017295.1	3269557	3270750	-	1194	1266	1475	1475	1257	2598	8715	3123	2056	2080	4355	3312	2381
gene3221	NC_017295.1	3270780	3272843	-	2064	3277	5167	4127	15856	18717	50474	23717	23429	17911	46022	25642	19518
gene3222	NC_017295.1	3273015	3273485	-	471	366	777	519	1070	916	3145	1330	1060	884	2406	1468	982
gene3223	NC_017295.1	3273671	3274048	-	378	2966	4160	3192	40387	77881	236340	24938	34088	28938	172874	84171	86063
gene3224	NC_017295.1	3274141	3274380	-	240	19	37	27	39	23	91	160	141	93	64	29	25
gene3225	NC_017295.1	3274528	3278076	-	3549	4266	6258	4580	6617	7019	19744	10732	10768	7630	18898	10266	7129
gene3226	NC_017295.1	3278098	3281823	-	3726	2487	3857	2836	11093	9150	22901	12680	12213	8668	26579	12149	9775
gene3227	NC_017295.1	3282248	3282619	-	372	51	76	66	395	632	1671	213	114	117	479	260	460
gene3228	NC_017295.1	3282671	3283177	-	507	761	768	669	8211	8386	22671	4469	3729	4198	21477	10694	8917
gene3229	NC_017295.1	3283363	3284052	-	690	1887	2249	1743	12047	13690	49770	13880	14864	12745	40136	23859	15178
gene3230	NC_017295.1	3284105	3284530	-	426	2120	2629	2078	36862	65274	181489	24634	29192	24777	136189	64816	66350
gene3231	NC_017295.1	3284564	3285085	-	522	760	1170	746	15942	17251	50354	22676	26124	21836	48081	22493	19671
gene3232	NC_017295.1	3285135	3285365	-	231	22	30	21	156	120	457	224	170	142	190	115	123
gene3233	NC_017295.1	3285400	3285549	-	150	83	105	103	153	101	317	216	148	117	85	75	115
gene3234	NC_017295.1	3285766	3286959	-	1194	1314	1554	1499	1710	2981	9845	3368	2087	2171	4747	3533	2674
gene3235	NC_017295.1	3287170	3287245	-	76	87	175	144	3414	6172	15121	1187	1203	1310	9701	5107	6230
gene3236	NC_017295.1	3287254	3287328	-	75	9	5	4	139	203	735	149	197	216	639	393	237
gene3237	NC_017295.1	3287409	3288047	-	639	26	35	35	360	455	1289	457	474	460	1004	572	360
gene3238	NC_017295.1	3288113	3288631	-	519	4	12	4	63	20	45	37	31	24	17	11	8
gene3239	NC_017295.1	3288637	3289395	-	759	3	4	5	77	15	43	51	42	20	9	7	7
gene3240	NC_017295.1	3289417	3290736	-	1320	28	26	24	802	306	631	861	990	901	760	288	345
gene3241	NC_017295.1	3290744	3291169	-	426	1	2	1	16	6	26	16	4	4	4	2	2
gene3242	NC_017295.1	3291346	3292137	-	792	10	4	5	91	28	34	14	5	8	10	7	7
gene3243	NC_017295.1	3292127	3293311	-	1185	8	7	6	81	34	55	3	6	5	9	11	6
gene3244	NC_017295.1	3293308	3293925	-	618	0	1	0	25	3	11	1	0	0	0	3	2
gene3245	NC_017295.1	3293918	3294706	-	789	5	4	4	69	10	17	6	4	2	6	4	3
gene3246	NC_017295.1	3294719	3295714	-	996	24	18	7	109	43	70	8	11	14	61	46	29
gene3247	NC_017295.1	3295695	3296282	-	588	5	6	1	23	7	13	1	3	1	2	6	3
gene3248	NC_017295.1	3296283	3297710	-	1428	9	2	5	60	12	32	4	3	1	12	8	9
gene3249	NC_017295.1	3298236	3299705	-	1470	71	80	58	523	319	1000	48	33	49	1472	416	619
gene3250	NC_017295.1	3300002	3300484	+	483	83	62	48	82	61	157	151	61	115	67	47	58
gene3251	NC_017295.1	3300599	3301030	-	432	8	15	11	34	17	66	51	36	49	25	20	27
gene3252	NC_017295.1	3301181	3301537	-	357	117	160	132	66	87	210	136	64	117	159	138	68
gene3253	NC_017295.1	3301732	3302391	-	660	17	15	15	30	5	11	21	14	11	15	5	9
gene3254	NC_017295.1	3302583	3304247	-	1665	23	19	14	141	61	127	59	64	32	45	16	21
gene3255	NC_017295.1	3304253	3305911	-	1659	51	82	39	385	193	383	143	373	180	300	116	106
gene3256	NC_017295.1	3305958	3307031	-	1074	23	48	30	193	59	168	92	147	65	91	50	31
gene3257	NC_017295.1	3307062	3307553	-	492	3	4	1	36	17	46	12	16	12	6	8	9
gene3258	NC_017295.1	3307556	3308824	-	1269	7	9	10	179	61	105	23	37	22	20	11	17
gene3259	NC_017295.1	3308769	3310412	-	1644	20	21	12	374	129	278	150	189	129	114	52	82
gene3260	NC_017295.1	3310945	3311130	+	186	11	13	20	87	164	415	342	371	369	223	114	145
gene3261	NC_017295.1	3311376	3311873	-	498	36	43	28	378	858	2055	617	659	592	897	583	678
gene3262	NC_017295.1	3312093	3313487	-	1395	148	183	145	771	589	1309	1014	1587	617	1117	431	412
gene3263	NC_017295.1	3313525	3315237	-	1713	10	27	7	217	85	197	58	41	11	55	25	41
gene3264	NC_017295.1	3315765	3317468	+	1704	21	31	10	323	86	126	17	18	25	60	26	50
gene3265	NC_017295.1	3317561	3318517	+	957	10	14	13	135	27	52	22	15	26	17	13	18
gene3266	NC_017295.1	3318534	3319442	+	909	12	11	5	84	40	50	12	22	28	30	9	25
gene3267	NC_017295.1	3319449	3320423	+	975	10	37	14	152	41	91	69	71	78	70	45	35
gene3268	NC_017295.1	3320420	3321391	+	972	68	69	56	163	82	178	157	149	139	119	65	69
gene3269	NC_017295.1	3321451	3322140	-	690	1161	1556	959	494	421	998	720	554	721	901	464	359
gene3270	NC_017295.1	3322164	3323270	-	1107	1139	1655	1075	600	841	1510	486	274	412	971	475	607
gene3271	NC_017295.1	3323658	3324056	+	399	2393	3465	2118	951	617	1420	1599	1210	1863	2517	1522	960
gene3272	NC_017295.1	3324091	3325164	-	1074	1157	1790	1236	397	286	628	665	498	764	775	483	391
gene3273	NC_017295.1	3325176	3326528	-	1353	484	711	493	311	126	406	189	95	186	248	187	148
gene3274	NC_017295.1	3326714	3329155	-	2442	70230	83472	65214	6291	8617	20449	9887	3230	11547	23776	13780	9751
gene3275	NC_017295.1	3329166	3330188	-	1023	24192	34494	23770	890	1259	2810	2395	640	2896	3099	1865	1156
gene3276	NC_017295.1	3330190	3330717	-	528	1356	1504	1150	294	182	313	175	36	206	193	118	133
gene3277	NC_017295.1	3330742	3331203	-	462	1153	1185	652	207	211	450	82	16	108	176	116	149
gene3278	NC_017295.1	3331458	3331697	-	240	0	0	0	2	2	1	0	0	0	0	0	0
gene3279	NC_017295.1	3331846	3331920	-	75	0	0	0	3	1	5	1	1	2	4	0	0
gene3280	NC_017295.1	3331931	3332047	-	117	27	26	14	116	140	369	170	147	161	226	112	153
gene3281	NC_017295.1	3332121	3335030	-	2910	67173	62604	50281	116107	47256	84636	42003	36686	41337	99731	37994	40539
gene3282	NC_017295.1	3335205	3336716	-	1512	7329	7404	5034	18917	3497	7688	6733	5771	6313	11348	3827	3640
gene3283	NC_017295.1	3336972	3337136	-	165	0	0	0	16	6	3	2	2	0	2	3	0
gene3284	NC_017295.1	3337217	3337292	-	76	4	2	2	32	21	49	2	3	2	43	13	15
gene3285	NC_017295.1	3337294	3337370	-	77	5	2	2	115	24	65	17	20	28	159	63	45
gene3286	NC_017295.1	3337523	3338911	-	1389	224	252	204	1093	923	2121	641	590	729	2256	1091	992
gene3287	NC_017295.1	3339283	3340671	-	1389	294	372	265	851	454	1575	1101	1175	894	1171	520	600
gene3288	NC_017295.1	3340910	3340984	-	75	7	2	4	63	47	144	32	23	16	16	21	35
gene3289	NC_017295.1	3341175	3342722	-	1548	151	162	151	374	245	569	541	458	476	272	204	151
gene3290	NC_017295.1	3342738	3343214	-	477	14	12	13	108	44	102	50	41	36	36	39	38
gene3291	NC_017295.1	3343363	3344328	-	966	9	11	8	217	98	194	100	86	54	76	37	57
gene3292	NC_017295.1	3344328	3345149	-	822	72	113	77	2379	1371	3479	910	1154	1080	3484	1151	1549
gene3293	NC_017295.1	3345238	3346908	-	1671	758	889	768	5494	4263	10044	2763	2356	3155	8695	4444	3944
gene3294	NC_017295.1	3347090	3348898	-	1809	944	1200	940	1250	1579	4611	2131	1794	1564	2382	1380	1270
gene3295	NC_017295.1	3348986	3349522	-	537	63	60	44	219	53	172	71	66	47	88	48	43
gene3296	NC_017295.1	3349525	3350910	-	1386	35	56	43	245	173	398	192	137	129	380	197	140
gene3297	NC_017295.1	3350987	3353374	-	2388	5	14	5	564	465	800	83	68	112	1231	472	499
gene3298	NC_017295.1	3353619	3353695	-	77	0	0	0	10	13	60	11	6	6	56	12	11
gene3299	NC_017295.1	3353702	3353777	-	76	2	3	1	13	12	60	4	5	10	33	16	38
gene3300	NC_017295.1	3353788	3353877	-	90	2	1	4	31	41	218	15	17	22	95	44	81
gene3301	NC_017295.1	3353894	3353969	-	76	69	78	66	1786	2213	7411	753	765	884	4660	2118	4072
gene3302	NC_017295.1	3353980	3354069	-	90	83	70	49	1014	1597	5950	790	835	1002	3438	1765	2852
gene3303	NC_017295.1	3354325	3354732	-	408	21	51	25	64	48	117	23	11	30	22	17	22
gene3304	NC_017295.1	3354777	3355049	-	273	3	3	3	39	22	31	12	11	5	9	8	4
gene3305	NC_017295.1	3355146	3355529	-	384	21	19	10	296	234	356	229	297	270	366	140	188
gene3306	NC_017295.1	3355539	3355835	-	297	16	27	16	56	38	73	143	134	105	106	37	26
gene3307	NC_017295.1	3355895	3356149	-	255	3	3	1	56	24	39	2	2	3	4	7	8
gene3308	NC_017295.1	3356240	3356515	-	276	9	4	6	55	62	116	36	45	40	23	15	30
gene3309	NC_017295.1	3356607	3358058	-	1452	15	19	20	221	114	243	50	32	48	63	47	45
gene3310	NC_017295.1	3358076	3359614	-	1539	10	7	5	195	94	143	55	55	81	163	91	71
gene3311	NC_017295.1	3359686	3360237	-	552	2	2	1	105	41	51	4	1	2	13	5	11
gene3312	NC_017295.1	3360482	3361543	-	1062	393	334	273	535	367	1014	995	654	728	747	396	349
gene3313	NC_017295.1	3361713	3365228	-	3516	59	96	71	603	196	367	154	137	118	209	93	128
gene3314	NC_017295.1	3365248	3365811	-	564	2	4	2	57	22	58	8	4	5	5	10	8
gene3315	NC_017295.1	3365964	3367127	-	1164	74	101	90	361	414	1143	978	553	720	999	469	386
gene3316	NC_017295.1	3367358	3368785	-	1428	88	121	94	472	376	772	1068	888	964	812	413	312
gene3317	NC_017295.1	3368785	3369471	-	687	27	32	34	111	88	243	296	278	281	210	113	70
gene3318	NC_017295.1	3369779	3370738	-	960	24	31	36	377	276	898	313	231	265	748	281	270
gene3319	NC_017295.1	3370759	3372129	-	1371	29	47	28	336	161	360	73	52	64	86	71	91
gene3320	NC_017295.1	3372399	3372686	-	288	4	8	7	276	252	649	65	46	42	213	75	145
gene3321	NC_017295.1	3372814	3373623	-	810	20	40	29	125	70	132	48	25	32	63	47	39
